"user_id","sign_up_date","age","gender","married","has_children","home_country","home_city","session_count","avg_session_duration_minute","avg_page_clicks","total_trips","conversion_rate","weekend_trip_proportion","cancellation_proportion","avg_booking_departure_gap_days_flights","avg_booking_departure_gap_days_hotels","total_flights_booked","round_trips_proportion","avg_flight_price_usd","avg_flight_discount_amount","discounted_flight_proportion","avg_flight_seats","avg_checked_bags","avg_distance_flown_km","total_hotels_booked","avg_hotel_price_usd","avg_hotel_discount_amount","discounted_hotel_proportion","avg_hotel_rooms","avg_stay_duration_day"
"152583","2022-04-17","37","F","false","false","usa","colorado springs","10","6.17","21.25","2","0.20","0.00","0.50","181.16","8.88","2","1.00","3769.43","0.15","0.25","1.80","1.20","10253.52","2","213.00","0.15","0.42","1.00","2.00"
"153982","2022-04-19","45","F","false","true","canada","toronto","11","2.23","26.00","5","0.45","0.20","0.20","97.51","97.93","5","1.00","1139.94","","0.15","1.00","0.88","6439.29","5","255.38","0.15","0.23","1.00","6.00"
"160754","2022-04-26","46","F","true","true","usa","new york","10","0.67","41.83","2","0.20","0.00","0.50","186.79","11.86","2","1.00","4408.76","","0.17","4.20","4.20","4664.91","2","214.00","0.10","0.33","1.00","2.00"
"164522","2022-04-30","48","F","true","false","usa","kansas city","10","4.00","15.75","2","0.20","0.00","0.50","196.01","9.03","2","1.00","3025.55","0.05","0.33","1.80","1.00","10173.06","2","233.00","0.05","0.25","1.00","13.00"
"167852","2022-05-03","18","F","false","false","usa","tampa","13","0.85","10.69","0","0.00","0.00","","","","0","0.00","","0.10","0.23","","","","0","","0.10","0.31","",""
"171470","2022-05-06","24","F","false","false","usa","atlanta","9","0.46","67.31","2","0.22","0.00","1.00","213.10","","2","1.00","4079.91","0.10","0.46","1.50","0.50","15375.32","2","","","0.31","",""
"174997","2022-05-10","32","F","false","false","usa","grand rapids","9","0.91","39.73","3","0.33","0.00","0.33","91.23","8.21","3","1.00","1855.78","","0.18","1.67","0.67","5327.80","3","112.00","0.09","0.55","1.00","1.50"
"175032","2022-05-10","29","F","false","false","usa","houston","14","1.14","12.43","4","0.29","0.25","0.00","6.39","7.56","3","0.67","444.55","0.30","0.07","1.67","0.67","1649.98","4","145.75","0.10","0.21","1.75","3.50"
"181157","2022-05-15","53","F","true","false","usa","houston","10","1.83","50.25","4","0.40","0.00","0.25","112.75","113.20","4","1.00","2300.71","0.18","0.33","2.00","1.00","7110.11","4","129.57","0.15","0.25","1.43","7.14"
"182191","2022-05-16","19","F","false","true","usa","phoenix","9","4.36","23.09","1","0.11","0.00","1.00","135.66","","1","1.00","537.67","","0.18","2.00","1.00","1623.50","1","","0.10","0.27","",""
"187212","2022-05-21","55","F","true","true","usa","los angeles","12","1.33","15.58","3","0.25","0.33","0.00","8.68","8.89","3","1.00","414.19","0.22","0.17","1.00","0.67","2281.71","3","217.33","0.13","0.25","1.00","2.00"
"189676","2022-05-23","36","F","false","true","usa","fort worth","10","1.08","44.25","3","0.30","0.00","0.33","159.69","4.37","2","1.00","307.05","0.18","0.42","1.40","0.40","781.67","3","180.50","","0.17","2.00","9.00"
"190866","2022-05-24","37","F","false","false","usa","tallahassee","12","2.07","49.00","7","0.58","0.14","0.14","63.50","63.94","7","1.00","1268.76","","0.14","1.00","0.20","6733.16","7","120.70","0.05","0.21","1.00","8.20"
"195192","2022-05-28","28","F","false","false","usa","chicago","13","2.85","27.00","4","0.31","0.00","0.00","10.40","10.54","4","1.00","326.10","0.10","0.08","1.50","0.25","1270.15","4","278.00","0.10","0.08","1.50","2.00"
"204943","2022-06-06","41","M","false","false","canada","ottawa","11","1.92","39.85","9","0.82","0.00","0.11","63.59","69.03","9","1.00","458.94","0.15","0.31","1.25","1.00","2049.54","8","194.55","","0.15","1.27","7.64"
"204997","2022-06-06","38","F","true","false","usa","kansas city","9","10.00","67.31","4","0.44","0.00","0.50","63.63","70.29","4","1.00","1642.41","0.25","0.46","1.80","0.90","4721.56","3","210.11","0.10","0.54","1.44","5.78"
"205044","2022-06-06","40","F","true","true","canada","toronto","12","1.71","43.00","5","0.42","0.20","0.20","78.42","78.67","5","1.00","2032.95","0.05","0.21","3.38","2.13","3059.10","5","179.75","0.20","0.21","2.38","4.88"
"206011","2022-06-07","39","F","false","true","usa","kansas city","12","1.64","36.21","5","0.42","0.20","0.20","49.80","55.83","5","1.00","388.35","0.05","0.21","1.50","0.63","1450.84","4","94.29","0.15","0.50","1.00","9.00"
"216796","2022-06-16","23","F","false","false","usa","cincinnati","10","16.29","25.79","2","0.20","0.00","1.00","150.08","150.41","2","1.00","1508.50","0.19","0.57","1.50","1.00","4707.54","2","213.50","0.10","0.36","1.00","11.50"
"217114","2022-06-17","20","O","true","true","usa","long beach","11","0.69","40.23","1","0.09","0.00","1.00","129.56","","1","1.00","3716.20","0.05","0.23","2.00","1.00","9589.22","1","","0.15","0.38","",""
"217136","2022-06-17","39","F","false","true","usa","little rock","10","1.17","45.00","3","0.30","0.00","0.33","155.06","6.29","2","1.00","5007.56","0.18","0.33","2.60","1.60","9323.01","3","236.50","","0.17","1.00","2.00"
"220725","2022-06-20","40","F","false","false","usa","stockton","13","2.00","58.88","5","0.38","0.00","0.40","38.00","5.65","5","1.00","513.71","0.15","0.29","1.00","0.09","2882.66","4","120.00","0.05","0.29","1.00","3.83"
"224996","2022-06-23","43","F","false","true","canada","halifax","10","0.92","44.33","3","0.30","0.00","0.33","90.40","8.85","3","1.00","3109.28","","0.17","1.67","0.67","9139.44","2","231.00","0.10","0.42","1.00","0.00"
"226367","2022-06-25","43","F","false","false","usa","washington","9","1.22","13.89","4","0.44","0.00","0.00","47.70","7.60","4","1.00","1345.75","0.05","0.11","1.75","1.00","3388.10","3","253.00","","0.00","1.33","1.67"
"228195","2022-06-26","27","F","false","true","usa","los angeles","11","9.38","28.15","1","0.09","0.00","1.00","104.98","","1","1.00","638.32","0.20","0.23","2.00","2.00","1742.28","1","","","0.15","",""
"228872","2022-06-27","35","M","false","false","usa","san antonio","11","2.09","21.91","4","0.36","0.00","0.00","6.57","6.85","3","1.00","326.46","0.33","0.18","2.00","1.00","1480.15","4","87.75","","0.00","1.75","5.00"
"229009","2022-06-27","17","F","false","false","usa","stockton","10","9.07","29.43","4","0.40","0.25","0.50","187.41","9.30","4","1.00","964.38","0.30","0.43","1.00","0.10","5692.05","4","149.50","","0.29","1.00","1.50"
"229108","2022-06-27","26","F","false","false","usa","burlington","9","1.09","49.64","2","0.22","0.00","0.50","152.84","","2","1.00","390.68","0.20","0.36","1.00","0.00","2351.66","1","","0.10","0.36","",""
"229330","2022-06-27","47","F","true","false","usa","colorado springs","11","1.27","14.45","5","0.45","0.00","0.00","7.49","7.65","5","1.00","418.88","","0.00","1.60","0.20","1516.46","5","176.00","0.10","0.09","1.60","2.00"
"232647","2022-06-30","18","F","false","false","usa","birmingham","10","2.67","12.83","3","0.30","0.00","0.33","113.86","113.38","2","1.00","1831.93","0.20","0.42","1.00","1.00","10630.57","2","238.60","","0.17","1.00","8.60"
"249521","2022-07-15","59","F","true","true","canada","ottawa","11","2.00","20.45","5","0.45","0.00","0.00","30.06","25.58","4","1.00","917.02","0.20","0.09","1.25","1.00","3143.88","5","169.80","0.13","0.27","1.00","5.20"
"252835","2022-07-18","38","F","false","true","usa","chicago","14","4.31","29.13","9","0.64","0.00","0.11","7.71","7.86","9","0.89","243.29","0.30","0.19","1.08","0.83","1367.05","7","129.20","0.05","0.19","1.10","2.30"
"258451","2022-07-22","23","F","false","false","usa","miami","12","2.58","18.33","2","0.17","0.00","0.50","","6.05","1","0.00","","0.15","0.25","","","","2","218.67","","0.08","1.00","12.00"
"264470","2022-07-27","45","F","false","true","usa","bakersfield","11","1.00","11.73","2","0.18","0.00","0.00","8.56","8.76","2","1.00","436.51","0.10","0.18","1.00","0.50","2229.54","2","200.00","0.10","0.09","1.00","4.50"
"276512","2022-08-06","41","F","true","true","usa","austin","12","1.33","14.08","1","0.08","0.00","0.00","10.19","10.40","1","1.00","395.69","0.12","0.25","1.00","1.00","2270.29","1","100.00","0.16","0.33","1.00","1.00"
"281952","2022-08-11","37","F","false","false","usa","louisville","11","2.00","20.09","5","0.45","0.00","0.00","12.62","8.83","5","1.00","760.76","","0.00","1.00","0.80","3994.07","4","161.25","0.15","0.09","1.00","3.25"
"283325","2022-08-12","51","F","true","false","usa","dallas","13","1.38","14.92","5","0.38","0.20","0.00","6.94","8.21","4","1.00","348.32","0.11","0.31","1.00","0.50","1975.07","5","222.80","0.08","0.15","1.20","1.80"
"290123","2022-08-18","41","F","true","false","usa","houston","13","2.00","20.15","8","0.62","0.00","0.00","6.69","6.74","8","0.88","636.40","","0.00","1.50","0.88","2282.19","7","272.57","","0.00","1.57","2.29"
"297546","2022-08-24","51","F","true","false","usa","new york","12","2.33","23.92","8","0.67","0.00","0.00","5.97","5.78","6","0.83","406.13","0.10","0.08","1.33","0.67","1930.54","7","122.14","0.05","0.08","1.29","5.57"
"298253","2022-08-24","46","F","true","true","usa","los angeles","12","1.08","13.00","3","0.25","0.00","0.00","7.31","6.79","3","1.00","539.30","0.30","0.25","1.00","0.67","2866.89","1","64.00","0.15","0.08","1.00","5.00"
"299476","2022-08-25","39","F","true","false","usa","atlanta","13","2.93","53.20","3","0.23","0.00","0.33","14.95","15.22","3","1.00","891.20","0.20","0.27","1.17","0.17","3455.86","3","285.83","0.11","0.40","1.00","2.50"
"306165","2022-08-31","21","F","false","false","usa","cleveland","11","1.18","12.55","0","0.00","0.00","","","","0","0.00","","0.10","0.09","","","","0","","0.05","0.09","",""
"306819","2022-09-01","60","F","true","true","usa","new york","11","2.62","47.85","2","0.18","0.00","0.50","8.44","8.55","2","1.00","98.03","0.10","0.31","1.00","0.20","525.50","2","284.40","0.05","0.23","1.00","0.20"
"312488","2022-09-05","31","M","true","false","usa","new york","11","1.18","12.73","3","0.27","0.00","0.00","7.45","7.71","3","1.00","600.93","0.25","0.09","1.00","1.00","3263.56","3","181.33","0.20","0.09","1.00","1.00"
"313724","2022-09-06","52","F","false","false","usa","tulsa","10","3.67","53.08","7","0.70","0.00","0.14","6.47","9.25","6","1.00","377.95","0.10","0.25","1.11","0.78","1895.32","7","198.20","","0.17","1.20","3.30"
"316527","2022-09-08","41","F","true","true","canada","winnipeg","11","1.55","17.09","4","0.36","0.00","0.00","7.84","8.03","4","1.00","434.97","0.18","0.18","1.25","0.25","2007.47","4","322.75","0.05","0.09","1.25","2.50"
"317688","2022-09-09","41","F","false","true","usa","indianapolis","12","1.42","15.33","6","0.50","0.33","0.00","7.91","8.88","6","1.00","348.58","0.25","0.17","1.17","0.50","1527.24","5","149.60","0.08","0.17","1.20","1.60"
"322867","2022-09-14","46","F","false","false","usa","mobile","11","1.27","12.64","3","0.27","0.00","0.00","8.91","9.43","2","1.00","371.10","0.13","0.18","1.00","0.50","2005.73","3","156.00","0.10","0.18","1.00","18.33"
"324191","2022-09-15","40","F","false","false","usa","san diego","11","1.73","17.82","4","0.36","0.00","0.00","8.12","8.30","4","1.00","323.37","0.12","0.27","1.25","0.50","1799.43","4","287.00","0.15","0.09","1.25","3.50"
"328590","2022-09-18","55","F","false","false","usa","san diego","11","2.85","55.15","5","0.45","0.20","0.20","6.07","8.56","5","1.00","766.31","0.10","0.23","1.25","0.13","3348.51","4","156.33","0.15","0.38","1.67","3.33"
"330764","2022-09-20","39","F","false","false","usa","detroit","11","2.62","54.31","5","0.45","0.00","0.20","7.18","8.94","2","1.00","328.19","0.13","0.31","2.60","1.00","696.56","5","124.75","0.07","0.38","1.00","5.25"
"330893","2022-09-20","43","F","true","true","usa","oklahoma city","11","1.36","15.55","3","0.27","0.00","0.00","5.91","6.08","3","1.00","287.20","","0.00","1.00","0.67","1567.42","3","138.00","0.18","0.18","1.00","1.67"
"331039","2022-09-20","44","F","true","true","canada","london","11","2.08","25.62","2","0.18","0.00","0.50","196.70","196.93","2","1.00","1859.69","0.10","0.23","3.40","2.40","2751.99","2","214.20","0.08","0.38","1.80","6.40"
"334787","2022-09-23","53","F","false","false","usa","minneapolis","11","1.64","18.09","5","0.45","0.40","0.00","6.56","6.72","5","1.00","388.04","0.07","0.27","1.40","1.00","1506.03","5","186.40","0.15","0.09","1.40","1.20"
"337227","2022-09-25","35","F","true","false","usa","santa ana","10","0.80","11.60","1","0.10","0.00","0.00","29.06","29.15","1","1.00","44.78","","0.00","2.00","1.00","124.68","1","47.00","0.05","0.10","1.00","10.00"
"338086","2022-09-25","40","F","false","true","usa","washington","12","1.67","16.42","4","0.33","0.25","0.00","7.72","7.93","4","1.00","849.74","0.30","0.08","1.75","0.75","2338.02","4","154.75","0.20","0.08","1.75","1.00"
"340166","2022-09-27","51","M","true","true","usa","san francisco","11","0.55","9.18","1","0.09","0.00","0.00","","3.06","0","0.00","","0.23","0.18","","","","1","237.00","0.10","0.09","1.00","2.00"
"343928","2022-09-30","65","F","true","false","usa","el paso","10","1.50","16.10","4","0.40","0.00","0.00","101.63","23.52","4","1.00","1505.61","0.30","0.20","1.50","0.50","4564.65","3","162.33","0.10","0.10","1.00","4.33"
"347778","2022-10-03","49","F","false","false","usa","las vegas","13","2.38","22.92","9","0.69","0.00","0.00","6.02","7.64","8","1.00","768.88","0.13","0.23","1.38","0.75","2818.34","8","216.88","0.10","0.08","1.50","2.25"
"348817","2022-10-04","28","F","false","false","canada","calgary","10","1.60","18.30","6","0.60","0.17","0.00","6.74","8.35","4","1.00","440.00","0.05","0.10","1.00","1.00","2477.64","6","235.67","0.15","0.10","1.00","2.17"
"348863","2022-10-04","67","F","true","false","usa","san antonio","11","0.82","10.82","0","0.00","0.00","","","","0","0.00","","","0.00","","","","0","","0.07","0.27","",""
"349132","2022-10-04","49","F","false","false","usa","cincinnati","11","1.36","15.09","5","0.45","0.00","0.00","6.57","11.53","3","1.00","397.28","0.18","0.18","1.67","0.67","1600.87","5","203.20","0.10","0.09","1.40","4.00"
"350648","2022-10-05","18","F","false","false","usa","lincoln","9","7.18","45.55","2","0.22","0.00","0.50","20.19","20.33","2","1.00","203.05","0.18","0.36","1.00","0.00","1244.79","2","187.00","0.10","0.27","1.00","4.40"
"353271","2022-10-07","26","F","false","true","usa","milwaukee","10","0.90","11.30","2","0.20","0.00","0.00","17.09","17.56","2","1.00","1470.10","0.15","0.10","1.50","0.00","7425.58","2","124.50","0.15","0.10","1.50","8.50"
"353694","2022-10-07","40","F","false","true","usa","new york","9","1.00","13.11","3","0.33","0.00","0.00","33.64","34.00","3","0.67","977.58","0.08","0.44","1.33","0.67","5225.51","3","124.33","","0.00","1.33","6.33"
"354050","2022-10-07","50","F","false","false","usa","detroit","11","2.00","19.82","6","0.55","0.00","0.00","9.61","9.79","6","0.83","337.10","0.05","0.09","1.17","0.17","1818.06","6","184.17","0.05","0.09","1.17","1.67"
"354260","2022-10-07","49","F","false","false","usa","providence","9","1.22","14.67","3","0.33","0.33","0.00","35.65","8.87","3","1.00","467.79","0.15","0.22","1.00","1.00","2577.55","1","260.00","","0.00","1.00","2.00"
"354311","2022-10-08","46","F","true","false","usa","tucson","11","0.73","10.27","2","0.18","0.00","0.00","7.23","6.69","2","1.00","536.45","0.13","0.18","1.00","0.50","2985.98","1","97.00","","0.00","1.00","3.00"
"354950","2022-10-08","53","M","true","false","usa","amarillo","9","1.11","13.22","2","0.22","0.00","0.00","44.79","45.00","2","1.00","650.11","","0.00","1.50","1.00","2450.19","2","141.50","0.10","0.11","1.00","9.00"
"356046","2022-10-09","34","F","false","false","canada","ottawa","10","1.40","14.60","4","0.40","0.00","0.00","7.89","8.08","4","1.00","384.22","0.15","0.20","1.25","0.25","1934.41","4","173.50","0.08","0.20","1.25","3.50"
"357737","2022-10-10","41","F","true","true","usa","san diego","12","3.36","59.57","8","0.67","0.00","0.13","7.15","7.43","7","1.00","314.92","","0.14","1.10","0.40","1724.94","8","174.73","0.08","0.36","1.09","3.09"
"359072","2022-10-11","51","F","true","true","canada","montreal","13","8.87","42.07","5","0.38","0.00","0.20","8.66","8.82","5","1.00","367.68","0.20","0.27","1.13","0.25","1519.67","5","120.63","","0.13","1.13","1.75"
"359080","2022-10-11","42","F","true","false","usa","new york","11","1.82","18.73","7","0.64","0.14","0.00","54.20","6.47","6","1.00","998.49","0.10","0.09","1.17","0.67","3798.39","4","317.75","0.20","0.09","1.50","2.50"
"359653","2022-10-12","55","M","false","false","canada","victoria","11","1.64","18.00","5","0.45","0.00","0.00","7.95","8.15","5","1.00","395.48","0.25","0.09","1.00","0.80","2192.28","5","175.40","0.08","0.18","1.00","0.80"
"361459","2022-10-13","41","F","true","true","usa","houston","12","0.25","6.75","1","0.08","0.00","0.00","6.97","7.17","1","1.00","393.91","0.20","0.08","1.00","1.00","2263.99","1","165.00","0.12","0.25","1.00","1.00"
"361759","2022-10-13","52","F","true","false","canada","winnipeg","12","1.17","14.08","5","0.42","0.00","0.00","18.07","8.84","5","1.00","829.72","0.16","0.33","1.20","0.80","3262.31","3","79.67","0.07","0.25","1.00","0.67"
"363535","2022-10-14","31","F","false","false","usa","charlotte","11","7.62","36.54","4","0.36","0.00","0.25","6.88","7.04","4","0.75","297.07","0.18","0.38","1.14","0.71","1560.31","4","205.29","","0.15","1.14","2.43"
"365825","2022-10-16","45","F","false","false","usa","los angeles","10","2.40","42.50","4","0.40","0.00","0.25","8.36","17.36","3","0.33","119.07","0.10","0.20","1.00","0.50","1159.94","4","224.80","","0.10","1.40","5.60"
"371201","2022-10-20","28","M","false","true","usa","new york","10","1.60","16.60","2","0.20","0.00","0.00","8.06","7.71","2","1.00","452.44","0.27","0.20","1.00","1.50","2439.94","1","69.00","0.05","0.10","1.00","2.00"
"372970","2022-10-21","34","F","false","false","usa","charlotte","9","1.33","13.56","3","0.33","0.00","0.00","32.87","33.36","3","1.00","1315.24","0.13","0.22","1.00","0.33","7715.89","3","179.33","0.15","0.22","1.00","3.00"
"373489","2022-10-21","37","F","true","true","usa","wichita","12","1.25","14.25","3","0.25","0.00","0.00","140.46","115.22","2","1.00","4124.73","0.23","0.33","3.50","2.50","5906.29","2","220.00","0.11","0.42","1.50","16.50"
"374331","2022-10-22","42","M","false","false","usa","milwaukee","11","2.15","51.92","3","0.27","0.00","0.33","5.10","6.62","2","1.00","193.48","0.13","0.54","1.00","0.80","1120.55","3","206.00","0.20","0.23","1.50","8.50"
"374340","2022-10-22","35","F","true","false","usa","new york","12","1.17","13.17","2","0.17","0.00","0.00","336.62","10.62","1","1.00","3966.19","","0.00","2.00","1.00","11029.78","1","102.00","0.05","0.08","1.00","11.00"
"374341","2022-10-22","25","F","false","false","usa","detroit","9","1.11","14.22","4","0.44","0.00","0.00","57.25","23.07","1","1.00","4265.30","0.10","0.11","2.00","1.00","11493.44","4","135.50","","0.00","1.75","10.25"
"375160","2022-10-22","20","F","false","false","usa","houston","11","0.27","7.18","1","0.09","0.00","0.00","","25.58","0","0.00","","0.05","0.09","","","","1","528.00","0.10","0.09","1.00","23.00"
"375729","2022-10-23","53","F","false","false","usa","atlanta","12","1.50","15.92","5","0.42","0.00","0.00","6.42","6.54","5","1.00","271.24","0.11","0.42","1.00","0.40","1444.35","4","252.50","0.08","0.17","1.00","3.25"
"375751","2022-10-23","50","F","true","false","usa","cleveland","11","2.73","26.45","3","0.27","0.00","0.00","8.28","8.33","3","1.00","235.85","0.20","0.09","1.00","0.33","1363.02","2","166.50","0.08","0.18","1.00","2.50"
"376159","2022-10-23","42","F","false","false","usa","long beach","10","1.20","13.90","3","0.30","0.00","0.00","8.88","9.91","2","1.00","364.97","","0.00","1.00","1.00","2068.98","3","161.33","","0.00","1.00","3.00"
"377069","2022-10-24","68","F","true","false","usa","new york","10","0.33","40.33","1","0.10","0.00","1.00","192.95","","1","1.00","926.67","0.20","0.25","2.00","1.00","2981.65","1","","0.05","0.33","",""
"377411","2022-10-24","38","F","true","false","canada","montreal","11","1.36","15.18","3","0.27","0.33","0.00","5.57","5.78","3","1.00","561.75","0.12","0.27","1.33","0.33","2308.79","3","110.00","0.13","0.18","1.33","1.67"
"378565","2022-10-25","40","F","true","true","usa","nashville","10","1.70","17.40","7","0.70","0.00","0.00","8.48","6.80","4","1.00","326.36","0.09","0.60","1.00","0.75","1795.98","6","139.17","0.10","0.10","1.17","8.17"
"379543","2022-10-25","56","F","true","false","usa","san jose","10","1.50","15.50","5","0.50","0.00","0.00","7.35","7.66","4","1.00","340.57","0.10","0.10","1.00","0.50","1944.51","5","213.00","0.15","0.10","1.00","2.40"
"380434","2022-10-26","50","F","true","true","usa","oklahoma city","12","1.25","14.08","5","0.42","0.20","0.00","8.61","8.79","5","1.00","334.39","0.13","0.17","1.00","0.60","1743.55","5","215.00","0.05","0.08","1.00","1.80"
"380436","2022-10-26","44","F","false","false","usa","new york","10","1.60","17.10","3","0.30","0.00","0.00","8.20","8.35","3","1.00","231.36","0.05","0.10","1.00","0.67","1321.97","3","147.67","0.18","0.20","1.00","4.33"
"380757","2022-10-26","46","F","false","true","usa","los angeles","11","1.27","14.73","5","0.45","0.00","0.00","9.19","9.36","5","0.80","250.15","0.05","0.09","1.00","0.20","1686.02","5","143.40","0.05","0.18","1.00","4.20"
"380874","2022-10-26","54","F","true","false","usa","louisville","12","1.75","17.33","5","0.42","0.00","0.00","7.57","8.17","5","1.00","192.34","","0.00","1.00","0.60","972.73","4","179.00","0.18","0.25","1.00","1.00"
"380949","2022-10-26","46","F","false","false","usa","san antonio","11","3.31","60.00","6","0.55","0.00","0.17","5.11","4.75","6","1.00","371.02","","0.15","1.00","0.11","1997.40","5","220.00","0.15","0.31","1.00","2.38"
"381259","2022-10-26","21","F","false","true","usa","san diego","9","1.11","12.22","2","0.22","0.00","0.00","31.18","6.16","2","1.00","532.66","","0.00","1.00","0.50","2699.09","1","68.00","0.10","0.11","1.00","1.00"
"381465","2022-10-26","33","F","false","false","usa","san antonio","10","7.67","32.33","5","0.50","0.00","0.20","20.26","6.37","3","0.67","336.02","0.08","0.33","1.00","0.00","1833.83","4","121.14","","0.17","1.00","6.00"
"382181","2022-10-27","36","F","true","false","canada","halifax","11","1.36","15.09","5","0.45","0.20","0.00","6.36","6.32","5","1.00","420.00","0.18","0.18","1.00","0.40","2270.01","3","190.67","0.20","0.09","1.00","6.67"
"382384","2022-10-27","57","F","true","false","usa","st. petersburg","10","0.80","10.40","2","0.20","0.00","0.00","8.66","8.81","2","1.00","243.35","","0.00","1.00","1.00","1372.39","2","146.50","","0.00","1.00","1.00"
"382533","2022-10-27","18","F","false","false","usa","long beach","11","0.45","7.18","0","0.00","0.00","","","","0","0.00","","0.20","0.09","","","","0","","0.05","0.09","",""
"385689","2022-10-29","49","F","false","true","usa","nashville","11","1.09","11.55","5","0.45","0.20","0.00","7.98","11.77","3","1.00","431.44","0.15","0.18","1.33","0.33","1868.92","5","172.40","","0.00","1.20","4.60"
"386255","2022-10-30","32","F","false","true","usa","mobile","11","0.64","9.27","2","0.18","0.00","0.00","13.62","13.69","1","1.00","432.53","0.10","0.27","1.00","0.00","2285.63","2","211.50","0.05","0.09","1.50","3.00"
"386469","2022-10-30","17","F","false","false","usa","stockton","10","1.00","12.20","1","0.10","0.00","0.00","","54.61","0","0.00","","0.30","0.10","","","","1","497.00","","0.00","1.00","10.00"
"386914","2022-10-30","46","F","true","true","canada","hamilton","12","0.93","39.50","3","0.25","0.00","0.33","124.63","8.00","3","1.00","7515.66","0.10","0.21","3.67","2.83","8426.06","3","220.00","0.15","0.43","1.00","2.50"
"387282","2022-10-30","30","F","false","true","usa","amarillo","9","0.89","12.11","2","0.22","0.00","0.00","57.02","29.89","1","1.00","342.11","0.18","0.22","1.00","0.00","2113.36","2","201.50","0.10","0.11","2.00","8.00"
"387783","2022-10-31","53","M","true","true","usa","oakland","9","0.78","10.89","4","0.44","0.00","0.00","32.43","8.06","2","1.00","1608.49","0.45","0.11","2.50","1.50","3037.36","3","188.67","0.10","0.11","1.33","4.67"
"388328","2022-10-31","50","F","true","true","canada","toronto","10","1.40","15.10","6","0.60","0.00","0.00","19.71","7.62","4","1.00","705.92","0.10","0.30","1.50","1.25","2550.53","5","165.60","0.13","0.20","1.00","4.60"
"388767","2022-10-31","44","F","true","true","usa","tallahassee","10","1.40","14.40","3","0.30","0.00","0.00","6.86","8.24","2","1.00","260.30","","0.00","1.00","1.00","1474.19","3","143.67","","0.00","1.00","6.00"
"388947","2022-10-31","40","M","false","false","usa","new york","11","0.91","11.27","4","0.36","0.00","0.00","6.85","9.18","4","1.00","378.27","0.20","0.27","1.00","0.75","2012.93","2","171.00","0.10","0.09","1.00","1.50"
"389434","2022-11-01","42","F","false","false","usa","new york","10","4.08","70.00","7","0.70","0.00","0.14","5.79","6.00","7","1.00","452.53","0.12","0.42","1.00","0.80","2428.26","7","134.00","0.20","0.25","1.00","1.30"
"389662","2022-11-01","38","F","false","false","usa","fresno","10","2.80","26.80","5","0.50","0.00","0.00","7.55","8.45","4","1.00","386.31","0.15","0.30","1.00","0.50","2156.75","4","147.50","","0.00","1.00","1.50"
